HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES02050-[Atelier Rorona Plus The Alchemist of Arland]/PS3_GAME/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_hdd0/ -> ./dev_hdd0/
LDR: ! /dev_hdd1/ -> ./dev_hdd1/
LDR: ! /dev_flash/ -> ./dev_flash/
LDR: ! /dev_usb000/ -> ./dev_usb000/
LDR: ! /dev_usb/ -> ./dev_usb000/
LDR: ! /app_home/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES02050-[Atelier Rorona Plus The Alchemist of Arland]/PS3_GAME/
LDR: ! /dev_bdvd/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES02050-[Atelier Rorona Plus The Alchemist of Arland]/PS3_GAME//../
LDR: ! /host_root/ -> 
LDR: ! /app_home/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES02050-[Atelier Rorona Plus The Alchemist of Arland]/PS3_GAME//USRDIR/
LDR: ! /dev_flash2/ -> ./dev_flash2/
LDR: ! /app_home/Game/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES02050-[Atelier Rorona Plus The Alchemist of Arland]/PS3_GAME//USRDIR/
LDR: ! //dev_hdd0/ -> ./dev_hdd0/
LDR: ! / -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES02050-[Atelier Rorona Plus The Alchemist of Arland]/PS3_GAME//USRDIR/
LDR: !  
LDR: ! Title: Atelier Rorona Plus ~The Alchemist of Arland~
LDR: ! Serial: BLES02050
LDR: !  
MEM: ! Initializing memory: m_base_addr = 0xfeaabf0000
MEM: ! Memory initialized.
LDR: W Unknown module 'cellSaveData'
LDR: ! Imported function 'cellSaveDataUserListDelete' in 'cellSaveData' module
LDR: ! Imported function 'cellUserInfoGetStat' in 'cellUserInfo' module
LDR: ! Imported function 'cellUserInfoSelectUser_ListType' in 'cellUserInfo' module
LDR: ! Imported function 'sceNpTrophyRegisterContext' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyCreateHandle' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyGetRequiredDiskSpace' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyDestroyContext' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyInit' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyAbortHandle' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyDestroyHandle' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyUnlockTrophy' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyTerm' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyCreateContext' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTerm' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerGetContentRatingFlag' in 'sceNp' module
LDR: ! Imported function 'sceNpDrmIsAvailable' in 'sceNp' module
LDR: ! Imported function 'sceNpInit' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicGetBlockListEntryCount' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerGetStatus' in 'sceNp' module
LDR: ! Imported function 'sceNpDrmIsAvailable2' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicGetBlockListEntry' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerGetOnlineName' in 'sceNp' module
LDR: ! Imported function 'sceNpUtilCmpNpIdInOrder' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicSendMessageGui' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicGetFriendListEntry' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreGetRankingByRangeAsync' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreDestroyTitleCtx' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreInit' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreGetRankingByNpIdAsync' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicRegisterContextSensitiveHandler' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerUnregisterCallback' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicRecvMessageAttachmentLoad' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreCreateTransactionCtx' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreCensorCommentAsync' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicRecvMessageCustom' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreTerm' in 'sceNp' module
LDR: ! Imported function 'sceNpScorePollAsync' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicUnregisterHandler' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicGetFriendListEntryCount' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreCreateTitleCtx' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicAddPlayersHistoryAsync' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerGetNetworkTime' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreDestroyTransactionCtx' in 'sceNp' module
LDR: ! Imported function 'sceNpUtilCmpNpId' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreGetGameDataAsync' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicGetEvent' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerRegisterCallback' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerGetChatRestrictionFlag' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicGetMessageEntryCount' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreAbortTransaction' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreRecordScoreAsync' in 'sceNp' module
LDR: ! Imported function 'sceNpScoreRecordGameDataAsync' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerGetNpId' in 'sceNp' module
LDR: ! Imported function 'cellSailGraphicsAdapterGetFrame' in 'cellSail' module
LDR: ! Imported function 'cellSailFutureReset' in 'cellSail' module
